"user_id","first_name","surname","full_name","city","region","country","age","age_range","gender","income","income_range","employment_status","marital_status","email","phone_number","acquisition_channel"
U48103,Chelsea,Foster,Chelsea Foster,Edinburgh,Scotland,United Kingdom,29.0,"20-35",Female,45325.51,"30k-50k",Self-employed,,chelsea.foster@yahoo.co.uk,+447334019330,Affiliate / Comparison Site
U64737,Layla,Lee,Layla Lee,,East Of England,United Kingdom,48.0,"36-50",Female,47454.36,"30k-50k",Employed full-time,Widowed,layla.lee@hotmail.com,+447114034898,Affiliate / Comparison Site
U37133,Poppy,Smith,Poppy Smith,Nottingham,East Midlands,United Kingdom,39.0,"36-50",Female,33142.79,"30k-50k",Employed full-time,Married,poppy.smith@hotmail.com,+447811375768,Referral
U18317,William,Graham,William Graham,,North West,United Kingdom,36.0,"36-50",,14883.99,Under 15k,,Separated,william.graham@gmail.com,+447765814599,Organic Search
U34762,Ellie,Kowalski,Ellie Kowalski,Cardiff,Wales,,31.0,"20-35",Female,40253.93,"30k-50k",Self-employed,Married,smiley876@yahoo.com,+447169897054,Social Media Ads
U94407,Kevin,Phillips,Kevin Phillips,Cardiff,Wales,,43.0,"36-50",Male,38752.55,"30k-50k",,Married,kevin.phillips@live.co.uk,,Direct / App Store
U21941,Jayden,Simpson,Jayden Simpson,Southampton,South East,United Kingdom,49.0,"36-50",Male,17657.23,"15k-30k",Employed part-time,Single,jayden.simpson@outlook.com,+447343877984,Affiliate / Comparison Site
U96684,Katie,Watts,Katie Watts,Bradford,Yorkshire And The Humber,United Kingdom,31.0,"20-35",Female,,,Employed full-time,,katiew72@gmail.com,+447699955103,Social Media Ads
U20616,Archie,Evans,Archie Evans,Aberdeen,Scotland,United Kingdom,38.0,"36-50",Other,40444.4,"30k-50k",Employed full-time,,archie.evans@gmail.com,+447388304760,Social Media Ads
U21518,Stanley,Adams,Stanley Adams,Glasgow,Scotland,United Kingdom,33.0,"20-35",Male,,,Employed full-time,Married,stanleya51@outlook.com,+447404397262,Paid Search
U99929,Sebastian,Robinson,Sebastian Robinson,Basildon,East Of England,United Kingdom,,,,11980.45,Under 15k,Employed part-time,Separated,srobinson2003@yahoo.co.uk,+447108003080,Affiliate / Comparison Site
U91372,Isabella,Lee,Isabella Lee,Stockport,North West,,50.0,"36-50",Other,43260.44,"30k-50k",Employed full-time,Married,isabella.lee@gmail.com,+447316103946,Direct / App Store
U45982,Willow,Clark,Willow Clark,Stockport,North West,United Kingdom,44.0,"36-50",Female,42401.6,"30k-50k",Employed full-time,Married,willow.clark@icloud.com,+447933595286,Referral
U71528,Oliver,Harris,Oliver Harris,Bristol,South West,United Kingdom,37.0,"36-50",Male,46659.7,"30k-50k",Self-employed,Single,,+447676525196,Direct / App Store
U55273,Millie,Shaw,Millie Shaw,Chelmsford,East Of England,United Kingdom,54.0,"51-65",Female,8258.47,Under 15k,Unemployed,Married,champ663@icloud.com,+447666353921,Affiliate / Comparison Site
U51115,Karen,Ahmed,Karen Ahmed,,Greater London,United Kingdom,,,Female,,,Employed full-time,Divorced,karen.ahmed@outlook.com,+447118390265,Affiliate / Comparison Site
U23220,Mohammed,Begum,Mohammed Begum,Stockport,North West,United Kingdom,44.0,"36-50",Male,50903.53,"50k-75k",Employed full-time,Married,mohammed.begum@outlook.com,+447676202695,Social Media Ads
U24065,Anjali,Thomas,Anjali Thomas,,East Midlands,United Kingdom,,,Female,48771.67,"30k-50k",Employed full-time,Divorced,rebel817@gmail.com,+447549900150,Social Media Ads
U93773,James,Malik,James Malik,Stockport,North West,United Kingdom,63.0,"51-65",Male,29758.2,"15k-30k",,Married,rocket450@hotmail.com,+447933129235,
U49427,Yasmin,Walker,Yasmin Walker,Newport,Wales,United Kingdom,31.0,"20-35",Female,38031.47,"30k-50k",Employed full-time,,yasmin.walker@outlook.com,+447483540535,Social Media Ads
U67824,Simon,Harris,Simon Harris,Milton Keynes,,United Kingdom,32.0,"20-35",Male,16429.03,"15k-30k",Employed part-time,Single,simon.harris@hotmail.com,,Social Media Ads
U32934,Rebecca,Wood,Rebecca Wood,,South West,United Kingdom,28.0,"20-35",,29913.04,"15k-30k",Employed full-time,Single,rebecca.wood@btinternet.com,+447556520331,Social Media Ads
U72327,Diane,Adams,Diane Adams,Warrington,North West,United Kingdom,24.0,"20-35",,21248.97,"15k-30k",Employed full-time,Married,,,Organic Search
U57878,Henry,Green,Henry Green,,Scotland,United Kingdom,34.0,"20-35",Male,,,Employed part-time,Married,henryg87@yahoo.co.uk,+447631863440,Social Media Ads
U61483,Amina,Thompson,Amina Thompson,Newcastle Upon Tyne,North East,United Kingdom,60.0,"51-65",Female,17588.14,"15k-30k",Employed full-time,Married,aminat34@hotmail.com,+447898334060,Social Media Ads
U47264,Edward,Wood,Edward Wood,Glasgow,Scotland,United Kingdom,29.0,"20-35",Male,27450.85,"15k-30k",Employed full-time,Married,blaze156@aol.com,+447895478639,Social Media Ads
U36841,Adam,Green,Adam Green,Worcester,West Midlands,United Kingdom,29.0,"20-35",Male,52830.07,"50k-75k",Employed full-time,Married,adamg83@gmail.com,+447509496172,Organic Search
U58211,Ella,Popescu,Ella Popescu,Doncaster,Yorkshire And The Humber,United Kingdom,31.0,"20-35",Female,38579.78,"30k-50k",Employed full-time,Divorced,ellap55@icloud.com,+447804615467,Referral
U94266,Patricia,Khan,Patricia Khan,Belfast,Northern Ireland,United Kingdom,32.0,"20-35",Female,38214.73,"30k-50k",Employed full-time,Single,rocket585@gmail.com,,Direct / App Store
U32116,Nicole,Turner,Nicole Turner,Dundee,Scotland,United Kingdom,32.0,"20-35",Female,30760.16,"30k-50k",Employed full-time,Single,champ829@hotmail.com,+447393317366,Organic Search
U22927,Lily,Campbell,Lily Campbell,Warrington,North West,United Kingdom,42.0,"36-50",Female,16824.99,"15k-30k",Employed full-time,,lilyc34@hotmail.com,+447505201024,Affiliate / Comparison Site
U49776,Riley,Cooper,Riley Cooper,Worcester,West Midlands,United Kingdom,49.0,"36-50",Male,38557.12,"30k-50k",Employed full-time,,riley.cooper@outlook.com,+447685563493,Organic Search
U60989,Lily,Taylor,Lily Taylor,Bristol,,United Kingdom,,,Female,39487.96,"30k-50k",Employed full-time,Single,lily.taylor@gmail.com,,Organic Search
U87738,Emily,Morris,Emily Morris,Gillingham,South East,United Kingdom,36.0,"36-50",Female,,,Employed full-time,Divorced,emily.morris@live.co.uk,+447775312881,Affiliate / Comparison Site
U66691,Julie,Shaw,Julie Shaw,Nottingham,East Midlands,United Kingdom,46.0,"36-50",,24718.18,"15k-30k",Self-employed,,julie.shaw@yahoo.co.uk,+447198049414,Affiliate / Comparison Site
U32669,Freddie,Begum,Freddie Begum,,Scotland,,45.0,"36-50",Male,24461.16,"15k-30k",Self-employed,Married,fbegum1999@yahoo.co.uk,+447529099448,Affiliate / Comparison Site
U79847,Isaac,O'brien,Isaac O'brien,Stockport,North West,United Kingdom,29.0,"20-35",Male,40248.98,"30k-50k",Employed full-time,Married,isaaco82@yahoo.co.uk,,Organic Search
U58373,Phoebe,Popescu,Phoebe Popescu,Preston,North West,United Kingdom,62.0,"51-65",Female,,,Employed full-time,Married,ppopescu2004@gmail.com,+447230101057,Organic Search
U50850,David,Phillips,David Phillips,Newcastle Upon Tyne,North East,United Kingdom,60.0,"51-65",Male,42943.77,"30k-50k",Employed full-time,Divorced,david.phillips@gmail.com,+447831271664,Affiliate / Comparison Site
U99739,Kathleen,Wilson,Kathleen Wilson,Westminster,,United Kingdom,37.0,"36-50",Female,28435.89,"15k-30k",Self-employed,Divorced,kwilson1974@gmail.com,+447938565573,Paid Search
U97306,Jake,Smith,Jake Smith,Northampton,East Midlands,,30.0,"20-35",Male,37223.4,"30k-50k",Employed full-time,Divorced,jakes17@hotmail.com,+447603588502,Organic Search
U43530,Amina,Palmer,Amina Palmer,Dundee,Scotland,,29.0,"20-35",,59384.69,"50k-75k",Employed full-time,Single,amina.palmer@outlook.com,+447822587860,Affiliate / Comparison Site
U26350,Christopher,Ahmed,Christopher Ahmed,Dundee,Scotland,United Kingdom,45.0,"36-50",Male,31008.95,"30k-50k",Employed full-time,Divorced,christopher.ahmed@gmail.com,+447732850813,Paid Search
U78621,Abigail,Ali,Abigail Ali,Edinburgh,Scotland,,41.0,"36-50",Female,35532.42,"30k-50k",Employed full-time,Single,abigail.ali@gmail.com,+447106424353,Social Media Ads
U18171,Ellie,Jones,Ellie Jones,Oxford,South East,United Kingdom,27.0,"20-35",Female,34329.59,"30k-50k",Employed full-time,Single,maverick56@gmail.com,+447928702776,Direct / App Store
U43066,Sarah,Bennett,Sarah Bennett,Middlesbrough,North East,United Kingdom,53.0,"51-65",Female,14000.0,Under 15k,Employed full-time,Married,sarah.bennett@gmail.com,,Referral
U25424,Carol,Bennett,Carol Bennett,Basildon,East Of England,United Kingdom,41.0,"36-50",Female,18557.33,"15k-30k",Employed part-time,Married,,+447197837203,Social Media Ads
U46667,Oscar,Martin,Oscar Martin,,,United Kingdom,20.0,"20-35",Male,14000.0,Under 15k,Employed full-time,,,+447293551203,
U73219,Andrew,Hussain,Andrew Hussain,Warrington,North West,United Kingdom,37.0,"36-50",Male,19287.33,"15k-30k",Employed part-time,Divorced,andrewh60@yahoo.co.uk,+447721391336,Paid Search
U50888,Susan,Wood,Susan Wood,Rotherham,Yorkshire And The Humber,United Kingdom,49.0,"36-50",Female,26392.26,"15k-30k",Employed full-time,Married,susanw25@yahoo.co.uk,+447947431381,Affiliate / Comparison Site
U88773,Noah,Moore,Noah Moore,Colchester,East Of England,United Kingdom,28.0,"20-35",,,,Employed full-time,Married,noah.moore@yahoo.co.uk,+447563371868,Social Media Ads
U29524,Freddie,O'brien,Freddie O'brien,Stoke-On-Trent,West Midlands,United Kingdom,20.0,"20-35",Male,6365.44,Under 15k,Student,Married,freddie.obrien@gmail.com,,Affiliate / Comparison Site
U13773,Sophie,Clark,Sophie Clark,Wakefield,Yorkshire And The Humber,United Kingdom,41.0,"36-50",Female,19416.07,"15k-30k",Employed full-time,Married,,+447407598379,Direct / App Store
U10390,Mohammed,Costa,Mohammed Costa,Westminster,Greater London,United Kingdom,62.0,"51-65",,29207.62,"15k-30k",Self-employed,Separated,mohammed.costa@icloud.com,,Social Media Ads
U64913,Ellie,Wood,Ellie Wood,Swindon,South West,,26.0,"20-35",Female,21945.34,"15k-30k",Employed full-time,,ellie.wood@yahoo.com,+447401154226,
U16255,Ethan,Malik,Ethan Malik,Southampton,South East,United Kingdom,44.0,"36-50",Male,19817.33,"15k-30k",,Single,ethan.malik@gmail.com,,Affiliate / Comparison Site
U14856,Archie,Lewis,Archie Lewis,Newport,Wales,United Kingdom,47.0,"36-50",Male,,,Employed part-time,Married,archiel44@gmail.com,+447213042456,Paid Search
U55381,Logan,Edwards,Logan Edwards,,Yorkshire And The Humber,United Kingdom,61.0,"51-65",Male,10225.85,Under 15k,Unemployed,Widowed,logane77@gmail.com,+447122578149,Paid Search
U64490,Simon,Cox,Simon Cox,Glasgow,Scotland,United Kingdom,27.0,"20-35",Male,41944.66,"30k-50k",Employed full-time,Single,simon.cox@gmail.com,+447296001809,Paid Search
U76777,Sophia,Costa,Sophia Costa,Bristol,South West,United Kingdom,32.0,"20-35",Female,28018.43,"15k-30k",Employed full-time,Single,,+447886461030,Direct / App Store
U97342,Neil,Lewis,Neil Lewis,Swindon,South West,United Kingdom,57.0,"51-65",Male,28380.52,"15k-30k",Self-employed,Married,rocket137@gmail.com,+447345013265,
U56563,Sofia,Reid,Sofia Reid,London,Greater London,United Kingdom,20.0,"20-35",,28027.11,"15k-30k",Employed full-time,Single,sofiar52@yahoo.co.uk,+447535427680,Referral
U73258,Freddie,Patel,Freddie Patel,Milton Keynes,South East,,39.0,"36-50",Male,20863.47,"15k-30k",Employed full-time,Married,freddie.patel@hotmail.com,+447524189214,
U18909,Stephen,Hunt,Stephen Hunt,Bournemouth,South West,United Kingdom,45.0,"36-50",Male,10264.01,Under 15k,Employed part-time,Married,stephen.hunt@gmail.com,+447902070818,Paid Search
U34127,Zoe,Silva,Zoe Silva,Leicester,East Midlands,United Kingdom,21.0,"20-35",Female,36911.57,"30k-50k",Employed full-time,Single,zoe.silva@gmail.com,+447686791682,
U11403,Toby,Phillips,Toby Phillips,,East Of England,United Kingdom,,,Male,25966.71,"15k-30k",Employed full-time,,toby.phillips@gmail.com,+447368289420,Organic Search
U27202,Linda,Thomas,Linda Thomas,,South West,United Kingdom,,,Female,33332.97,"30k-50k",Employed full-time,Married,lindat48@gmail.com,+447653650319,Referral
U14725,Sophie,Price,Sophie Price,Swansea,Wales,United Kingdom,39.0,"36-50",Female,22772.62,"15k-30k",Employed full-time,,sophie.price@gmail.com,+447979932548,Organic Search
U75465,Thomas,O'brien,Thomas O'brien,,North West,United Kingdom,30.0,"20-35",Male,43668.32,"30k-50k",Self-employed,Married,tobrien1995@gmail.com,+447773043145,Affiliate / Comparison Site
U82479,Nicole,Malik,Nicole Malik,,Scotland,,47.0,"36-50",,18694.99,"15k-30k",,,nicolem64@outlook.com,+447394905797,Referral
U23831,Matilda,Hunt,Matilda Hunt,,North West,United Kingdom,,,Female,23283.17,"15k-30k",Employed part-time,Single,,,Social Media Ads
U49993,Ethan,Davies,Ethan Davies,Basildon,East Of England,United Kingdom,,,,52785.7,"50k-75k",Self-employed,Married,ethan.davies@gmail.com,+447867794733,Social Media Ads
U85851,Katie,Sullivan,Katie Sullivan,Edinburgh,Scotland,United Kingdom,58.0,"51-65",Female,,,,Separated,katie.sullivan@gmail.com,+447431760308,Social Media Ads
U17666,Ian,Morgan,Ian Morgan,Stockport,North West,United Kingdom,43.0,"36-50",Male,,,,,imorgan1996@btinternet.com,+447408266307,Paid Search
U66146,Linda,Wood,Linda Wood,Huddersfield,Yorkshire And The Humber,United Kingdom,39.0,"36-50",Female,37865.04,"30k-50k",,Single,linda.wood@gmail.com,+447193683021,Referral
U58862,Benjamin,Price,Benjamin Price,,,United Kingdom,,,Male,11068.37,Under 15k,Employed part-time,Single,,+447657653411,Referral
U76412,Gary,Scott,Gary Scott,,North West,United Kingdom,44.0,"36-50",Male,,,Employed part-time,,,+447510032988,Paid Search
U58112,Trevor,Marshall,Trevor Marshall,Peterborough,,United Kingdom,62.0,"51-65",Male,5830.59,Under 15k,,Widowed,trevorm15@hotmail.com,,Direct / App Store
U54965,Anjali,Lee,Anjali Lee,Basildon,East Of England,United Kingdom,29.0,"20-35",Female,20083.19,"15k-30k",Employed part-time,Separated,alee1997@hotmail.com,+447611260695,Paid Search
U72153,Samuel,Bennett,Samuel Bennett,Newcastle Upon Tyne,North East,United Kingdom,54.0,"51-65",Male,44397.88,"30k-50k",Employed full-time,Married,samuel.bennett@gmail.com,+447541127270,Referral
U21133,Isabella,Costa,Isabella Costa,Coventry,West Midlands,United Kingdom,34.0,"20-35",Female,13968.02,Under 15k,Employed part-time,Married,isabella.costa@gmail.com,+447536796911,Social Media Ads
U20136,Reuben,Hughes,Reuben Hughes,Blackpool,North West,United Kingdom,53.0,"51-65",Male,14000.0,Under 15k,Employed full-time,Single,reubenh36@live.co.uk,+447293647036,Organic Search
U86994,Noah,Malik,Noah Malik,Doncaster,Yorkshire And The Humber,United Kingdom,,,Male,32128.28,"30k-50k",Employed full-time,Divorced,nmalik1996@gmail.com,+447287563824,
U27984,Abigail,Graham,Abigail Graham,Aberdeen,Scotland,United Kingdom,38.0,"36-50",Female,45114.05,"30k-50k",Employed full-time,Married,abigail.graham@outlook.com,+447981399661,Direct / App Store
U50660,Millie,Novak,Millie Novak,Exeter,South West,United Kingdom,37.0,"36-50",Female,,,Employed full-time,Single,millie.novak@yahoo.co.uk,+447542201074,Affiliate / Comparison Site
U13578,Sofia,Robinson,Sofia Robinson,,South East,United Kingdom,63.0,"51-65",Female,15382.61,"15k-30k",Employed part-time,Single,sofiar49@gmail.com,+447774383188,Organic Search
U49801,Ivy,Brown,Ivy Brown,Dundee,Scotland,United Kingdom,,,Female,,,Employed part-time,Married,ivy.brown@gmail.com,+447190240358,Social Media Ads
U84690,Chelsea,Stewart,Chelsea Stewart,Liverpool,North West,United Kingdom,61.0,"51-65",Female,38225.33,"30k-50k",Employed full-time,Widowed,,+447679627983,Affiliate / Comparison Site
U99485,Vanessa,Johnson,Vanessa Johnson,Warrington,North West,United Kingdom,33.0,"20-35",Female,27153.74,"15k-30k",Employed full-time,Single,vanessa.johnson@gmail.com,+447416939715,Referral
U72226,Colin,Ali,Colin Ali,Chelmsford,,United Kingdom,32.0,"20-35",Male,21694.69,"15k-30k",Employed full-time,,tiger645@outlook.com,+447423600240,Referral
U85419,Megan,Baker,Megan Baker,Bradford,Yorkshire And The Humber,United Kingdom,58.0,"51-65",Female,35667.05,"30k-50k",,Married,megan.baker@gmail.com,+447603758087,Affiliate / Comparison Site
U78822,Rosie,Begum,Rosie Begum,Blackpool,North West,United Kingdom,49.0,"36-50",Female,43091.46,"30k-50k",Employed full-time,Married,rosieb93@gmail.com,+447262339141,
U20716,Poppy,Taylor,Poppy Taylor,Blackburn,,United Kingdom,34.0,"20-35",Female,14883.98,Under 15k,Employed part-time,Single,ptaylor1982@outlook.com,+447778365700,Affiliate / Comparison Site
U92701,Patricia,Graham,Patricia Graham,Cardiff,Wales,United Kingdom,,,Female,14868.71,Under 15k,Employed part-time,Married,,,Direct / App Store
U96304,Florence,James,Florence James,Plymouth,South West,United Kingdom,44.0,"36-50",Female,20948.28,"15k-30k",,Single,florence.james@yahoo.com,+447844430969,Organic Search
U81397,Finley,Byrne,Finley Byrne,,East Of England,United Kingdom,65.0,"51-65",,39654.72,"30k-50k",Employed full-time,Married,finley.byrne@gmail.com,+447772870796,Direct / App Store
U69646,Oscar,Iqbal,Oscar Iqbal,Cambridge,East Of England,United Kingdom,31.0,"20-35",Male,40450.0,"30k-50k",Employed full-time,Divorced,oscar.iqbal@gmail.com,+447859035248,
U15101,Stanley,Chapman,Stanley Chapman,Stockport,North West,United Kingdom,30.0,"20-35",Male,29283.93,"15k-30k",,Married,stanley.chapman@gmail.com,+447693753611,Paid Search
U31829,Anjali,Sullivan,Anjali Sullivan,Exeter,South West,United Kingdom,29.0,"20-35",Female,23282.1,"15k-30k",Employed full-time,Married,rebel944@gmail.com,+447340362252,Affiliate / Comparison Site
U85719,Nathan,Graham,Nathan Graham,Stockport,North West,United Kingdom,44.0,"36-50",Male,34900.16,"30k-50k",Employed full-time,,,+447310670843,Organic Search
U35655,Alice,Robinson,Alice Robinson,Northampton,East Midlands,United Kingdom,52.0,"51-65",Female,,,Employed full-time,Divorced,alicer71@gmail.com,+447723357245,Referral
U31266,Barbara,Cox,Barbara Cox,Coventry,West Midlands,United Kingdom,56.0,"51-65",,33549.24,"30k-50k",Employed full-time,Single,maverick643@gmail.com,+447952282990,Social Media Ads
U95865,Kathleen,Cox,Kathleen Cox,Huddersfield,Yorkshire And The Humber,United Kingdom,34.0,"20-35",Female,22085.6,"15k-30k",Employed full-time,Divorced,rocket896@outlook.com,+447113950153,Social Media Ads
U81450,Angela,Baker,Angela Baker,Cambridge,East Of England,United Kingdom,20.0,"20-35",,7387.82,Under 15k,Student,Single,angela.baker@gmail.com,+447334208465,Direct / App Store
U97370,Sebastian,Richardson,Sebastian Richardson,Preston,North West,United Kingdom,31.0,"20-35",Male,35789.33,"30k-50k",Employed full-time,Married,sebastian.richardson@outlook.com,,Referral
U64018,Claire,Clarke,Claire Clarke,Stockport,North West,United Kingdom,56.0,"51-65",Female,,,Employed full-time,,claire.clarke@live.co.uk,+447684756250,Affiliate / Comparison Site
U83102,David,Ahmed,David Ahmed,Watford,East Of England,United Kingdom,37.0,"36-50",Male,32501.0,"30k-50k",Employed full-time,Married,david.ahmed@yahoo.co.uk,+447697634955,Organic Search
U14605,Andrew,Clarke,Andrew Clarke,,North West,United Kingdom,43.0,"36-50",Male,48119.1,"30k-50k",,Single,,,Referral
U23936,Isaac,Roberts,Isaac Roberts,,West Midlands,United Kingdom,29.0,"20-35",Male,33979.15,"30k-50k",Employed full-time,Married,isaac.roberts@outlook.com,,Paid Search
U10484,Callum,Silva,Callum Silva,Ipswich,East Of England,,,,Male,49345.14,"30k-50k",Employed full-time,Single,callums62@outlook.com,+447404097659,Organic Search
U10487,Benjamin,Silva,Benjamin Silva,,North West,United Kingdom,33.0,"20-35",Male,36451.51,"30k-50k",Employed full-time,Single,champ122@gmail.com,+447315953917,
U13224,Christopher,Phillips,Christopher Phillips,Leicester,East Midlands,United Kingdom,45.0,"36-50",Male,21258.56,"15k-30k",Employed full-time,Married,christopher.phillips@hotmail.com,+447978037091,Social Media Ads
U91082,Jamie,King,Jamie King,Wakefield,Yorkshire And The Humber,United Kingdom,60.0,"51-65",,44373.01,"30k-50k",Self-employed,Divorced,jamie.king@outlook.com,+447983180571,
U68511,Lucas,Watson,Lucas Watson,Sunderland,North East,United Kingdom,64.0,"51-65",Male,15496.92,"15k-30k",,Married,lucas.watson@yahoo.co.uk,+447549170613,Social Media Ads
U35758,Meera,Hughes,Meera Hughes,,North East,United Kingdom,45.0,"36-50",Female,23894.34,"15k-30k",,Separated,meera.hughes@hotmail.com,+447792701562,Referral
U91192,Freya,Ryan,Freya Ryan,Sheffield,Yorkshire And The Humber,United Kingdom,50.0,"36-50",Female,45419.05,"30k-50k",Employed full-time,Married,,+447185706175,Affiliate / Comparison Site
U11299,Nicole,Ryan,Nicole Ryan,Rotherham,Yorkshire And The Humber,United Kingdom,47.0,"36-50",Female,20256.51,"15k-30k",Employed full-time,Married,nicoler32@yahoo.co.uk,+447772654874,Organic Search
U27672,Ivy,Phillips,Ivy Phillips,Leeds,Yorkshire And The Humber,United Kingdom,,,Female,14730.3,Under 15k,Employed full-time,Married,iphillips1992@outlook.com,+447366968449,Organic Search
U82074,Rosie,Morris,Rosie Morris,Nottingham,East Midlands,United Kingdom,,,Other,31589.69,"30k-50k",,Single,rmorris2002@yahoo.co.uk,+447993230095,Referral
U79259,Arthur,Evans,Arthur Evans,Worcester,,United Kingdom,42.0,"36-50",,,,Employed full-time,Single,arthur.evans@icloud.com,+447287195983,Paid Search
U86177,Elliot,White,Elliot White,,Yorkshire And The Humber,United Kingdom,40.0,"36-50",Male,43543.12,"30k-50k",,Married,elliot.white@hotmail.com,+447330806705,
U22752,Harrison,Ward,Harrison Ward,Slough,South East,,24.0,"20-35",Male,16224.23,"15k-30k",Employed part-time,Single,hward1986@outlook.com,+447205501457,Organic Search
U50418,Malcolm,Iqbal,Malcolm Iqbal,,,United Kingdom,30.0,"20-35",,14000.0,Under 15k,Employed full-time,Married,malcolm.iqbal@aol.com,,Referral
U31474,Peter,Hughes,Peter Hughes,Swansea,Wales,United Kingdom,45.0,"36-50",Male,23319.11,"15k-30k",Employed full-time,Married,phughes1972@icloud.com,+447817358702,Organic Search
U31928,Mason,Taylor,Mason Taylor,,North East,United Kingdom,27.0,"20-35",Male,20143.6,"15k-30k",Employed full-time,Single,tiger726@hotmail.com,+447758222340,Paid Search
U12585,Mohammed,Thompson,Mohammed Thompson,,Yorkshire And The Humber,United Kingdom,50.0,"36-50",Other,8000.0,Under 15k,Self-employed,Married,mohammed.thompson@outlook.com,+447883809069,Direct / App Store
U75895,Nicole,Ali,Nicole Ali,,,United Kingdom,35.0,"20-35",Female,34730.22,"30k-50k",Employed full-time,Married,nicole.ali@outlook.com,+447153592920,Paid Search
U89990,Rebecca,Martin,Rebecca Martin,Derby,East Midlands,United Kingdom,33.0,"20-35",Female,39620.0,"30k-50k",,Single,rebecca.martin@gmail.com,+447963275205,Organic Search
U70702,Henry,Rossi,Henry Rossi,Swindon,South West,United Kingdom,30.0,"20-35",Male,44683.33,"30k-50k",Employed full-time,Married,henryr79@yahoo.co.uk,+447811476476,Referral
U18064,Diane,Wilson,Diane Wilson,,East Midlands,United Kingdom,39.0,"36-50",,39460.55,"30k-50k",Employed full-time,,,+447586024190,Paid Search
U65584,Theo,White,Theo White,,North West,United Kingdom,25.0,"20-35",Male,27861.15,"15k-30k",Employed full-time,Married,twhite2002@outlook.com,+447634163718,Social Media Ads
U67975,Angela,Scott,Angela Scott,Slough,South East,United Kingdom,35.0,"20-35",Female,45905.96,"30k-50k",Employed full-time,Single,cheeky334@hotmail.com,,Social Media Ads
U22174,Daisy,Shah,Daisy Shah,Newcastle Upon Tyne,North East,United Kingdom,57.0,"51-65",Female,,,Employed full-time,Married,,+447711746301,Affiliate / Comparison Site
U69364,Finley,White,Finley White,,South West,United Kingdom,43.0,"36-50",Male,15802.31,"15k-30k",Employed part-time,Single,fwhite1982@outlook.com,+447290289988,Organic Search
U12137,Evie,James,Evie James,Blackburn,North West,United Kingdom,31.0,"20-35",Female,26715.07,"15k-30k",Employed full-time,Married,,+447514395140,Direct / App Store
U99100,Robert,Clarke,Robert Clarke,Watford,East Of England,United Kingdom,51.0,"51-65",Male,27079.35,"15k-30k",Self-employed,Divorced,,+447895431722,Referral
U69372,Diane,Silva,Diane Silva,,,,33.0,"20-35",Female,29366.96,"15k-30k",Employed full-time,Single,dianes48@gmail.com,+447248894364,Affiliate / Comparison Site
U19490,Liam,Davies,Liam Davies,Exeter,South West,United Kingdom,40.0,"36-50",,18803.39,"15k-30k",Employed full-time,,liamd88@icloud.com,+447251285635,Social Media Ads
U13854,Riley,Dimitrov,Riley Dimitrov,Glasgow,Scotland,United Kingdom,34.0,"20-35",Male,,,,Married,riley.dimitrov@gmail.com,+447617038195,Organic Search
U84637,Louis,Walker,Louis Walker,York,Yorkshire And The Humber,United Kingdom,34.0,"20-35",Male,35844.46,"30k-50k",Employed full-time,Single,louisw62@outlook.com,+447120449805,Affiliate / Comparison Site
U79384,Hannah,James,Hannah James,Swansea,Wales,United Kingdom,33.0,"20-35",Female,,,Self-employed,Single,hannah.james@gmail.com,+447351584555,Paid Search
U35320,Jessica,Kowalski,Jessica Kowalski,Exeter,South West,United Kingdom,20.0,"20-35",Female,26256.33,"15k-30k",,Single,jessicak42@hotmail.com,+447320685209,
U71048,Alice,Davies,Alice Davies,Gillingham,South East,United Kingdom,53.0,"51-65",Female,41760.18,"30k-50k",Employed full-time,Married,aliced38@gmail.com,+447516919099,Paid Search
U88414,Stephen,Silva,Stephen Silva,Luton,East Of England,United Kingdom,32.0,"20-35",Male,16743.47,"15k-30k",Employed full-time,Single,stephen.silva@hotmail.com,+447366475633,Organic Search
U99943,Mason,Price,Mason Price,Paisley,Scotland,United Kingdom,,,Male,39955.82,"30k-50k",Employed full-time,,mprice1984@outlook.com,+447307654894,Paid Search
U98925,Lucy,Wood,Lucy Wood,Liverpool,North West,United Kingdom,36.0,"36-50",Female,41433.76,"30k-50k",Employed full-time,Widowed,lwood1991@btinternet.com,+447913092612,Direct / App Store
U44867,Freddie,Scott,Freddie Scott,Worcester,West Midlands,,37.0,"36-50",Male,14384.08,Under 15k,Self-employed,Single,freddie.scott@gmail.com,+447923910533,Social Media Ads
U19863,Stephen,Ward,Stephen Ward,Watford,East Of England,United Kingdom,36.0,"36-50",Male,46284.24,"30k-50k",Employed full-time,Single,stephen.ward@gmail.com,,Social Media Ads
U58601,Matthew,Clarke,Matthew Clarke,Manchester,North West,,,,Male,51143.33,"50k-75k",Employed full-time,Married,mclarke1990@gmail.com,+447836749922,Organic Search
U99401,Isabella,Phillips,Isabella Phillips,,South West,United Kingdom,34.0,"20-35",Female,27676.81,"15k-30k",Employed full-time,Separated,isabella.phillips@gmail.com,+447172098346,Affiliate / Comparison Site
U75846,Ava,Graham,Ava Graham,Sale,,United Kingdom,43.0,"36-50",Female,54190.37,"50k-75k",Self-employed,Married,,+447800965865,Direct / App Store
U91921,Colin,Bennett,Colin Bennett,,West Midlands,United Kingdom,49.0,"36-50",Male,8000.0,Under 15k,Self-employed,Divorced,cbennett1987@gmail.com,+447669089108,Organic Search
